period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
covid_crash,vo,2020-02-19,2020-03-23,100000.0000000000,73274.2630033046,-0.2672573700,-0.9679897632,3,33.2038636364,173.2252711212,-0.3011317178,2020-02-19,2020-02-27,8,,,,33,2020-02-19
covid_crash,gtaa5_buyhold,2020-02-19,2020-03-23,100000.0000000000,74525.4595585607,-0.2547454044,-0.9613923105,1,11.0679545455,99.6042088868,-0.2531630525,2020-02-20,2020-03-23,32,,,,32,2020-02-20
covid_crash,gtaa5,2020-02-19,2020-03-23,100000.0000000000,94455.6767728894,-0.0554432323,-0.4681056964,2,22.1359090909,134.5652172666,-0.0609761420,2020-02-20,2020-03-18,27,,,,32,2020-02-20
covid_crash,gem,2020-02-19,2020-03-23,100000.0000000000,66371.4594393411,-0.3362854056,-0.9892922588,1,11.0679545455,99.7602861949,-0.3367010874,2020-02-19,2020-03-23,33,,,,33,2020-02-19
covid_crash,stocks_bonds_60_40_buyhold,2020-02-19,2020-03-23,100000.0000000000,82410.1970436751,-0.1758980296,-0.8824883290,1,11.0679545455,99.7002380528,-0.1761683541,2020-02-19,2020-03-23,33,,,,33,2020-02-19
covid_crash,permanent_25_buyhold,2020-02-19,2020-03-23,100000.0000000000,92384.3525494541,-0.0761564745,-0.5838548179,1,11.0679545455,74.8467440209,-0.0911933361,2020-02-21,2020-03-19,27,,,,31,2020-02-21
2022_bear,tqqq_hold,2021-11-19,2022-12-28,100000.0000000000,18422.5760896609,-0.8157742391,-0.7833151559,1,0.9040655941,99.8670293199,-0.8163289762,2021-11-19,2022-12-28,404,,,,404,2021-11-19
2022_bear,qqq_hold,2021-11-19,2022-12-28,100000.0000000000,65085.4104096567,-0.3491458959,-0.3217700199,1,0.9040655941,99.5574872727,-0.3499830718,2021-12-27,2022-11-03,311,,,,366,2021-12-27
2022_bear,vo,2021-11-19,2022-12-28,100000.0000000000,56555.2863705669,-0.4344471363,-0.4026628277,16,14.4650495050,598.2937240312,-0.4575755710,2021-11-19,2022-09-30,315,,,,404,2021-11-19
2022_bear,gtaa5_buyhold,2021-11-19,2022-12-28,100000.0000000000,89083.6074187591,-0.1091639258,-0.0992299992,1,0.9040655941,99.6232549607,-0.1797384163,2022-03-30,2022-09-27,181,,,,273,2022-03-30
2022_bear,gtaa5,2021-11-19,2022-12-28,100000.0000000000,93931.9224400774,-0.0606807756,-0.0550227366,13,11.7528527228,363.4426818059,-0.0749621439,2022-03-08,2022-12-28,295,,,,295,2022-03-08
2022_bear,gem,2021-11-19,2022-12-28,100000.0000000000,84412.3720099477,-0.1558762799,-0.1420414809,2,1.8081311881,276.8304631593,-0.2053229708,2022-01-03,2022-10-20,290,,,,359,2022-01-03
2022_bear,stocks_bonds_60_40_buyhold,2021-11-19,2022-12-28,100000.0000000000,82928.7505394560,-0.1707124946,-0.1556857914,1,0.9040655941,99.8540032728,-0.2143073409,2021-12-27,2022-10-14,291,,,,366,2021-12-27
2022_bear,permanent_25_buyhold,2021-11-19,2022-12-28,100000.0000000000,90822.2927701303,-0.0917770723,-0.0833506334,1,0.9040655941,74.4396319346,-0.1288957539,2021-12-31,2022-10-20,293,,,,362,2021-12-31
